target,call_id,call_kind,matrix_size,process,op_type,op_index,attribution_source,attribution_type_id,template_source_workload,template_samples,est_host_ns,est_gpu_ns
react_moa_mcts,moa-reduce,llm,1024,inter_operator_dispatch,,,template_scaled,llm|1024|inter_operator_dispatch|,planner_debate,420,8091.0,0.0
react_moa_mcts,moa-reduce,llm,1024,mir_operator:AddOp,AddOp,7,template_scaled,llm|1024|mir_operator:AddOp|AddOp,planner_debate,60,104327.0,2048.0
react_moa_mcts,moa-reduce,llm,1024,inter_operator_dispatch,,,template_scaled,llm|1024|inter_operator_dispatch|,planner_debate,420,8091.0,0.0
react_moa_mcts,moa-reduce,llm,1024,mir_operator:RMSNormOp,RMSNormOp,8,template_scaled,llm|1024|mir_operator:RMSNormOp|RMSNormOp,planner_debate,120,270176.5,19229.5
react_moa_mcts,moa-reduce,llm,1024,inter_operator_dispatch,,,template_scaled,llm|1024|inter_operator_dispatch|,planner_debate,420,8091.0,0.0
react_moa_mcts,moa-reduce,llm,1024,mir_operator:LinearOp,LinearOp,10,template_scaled,llm|1024|mir_operator:LinearOp|LinearOp,planner_debate,180,109502.0,19677.0
react_moa_mcts,moa-reduce,llm,1024,inter_operator_dispatch,,,template_scaled,llm|1024|inter_operator_dispatch|,planner_debate,420,8091.0,0.0
react_moa_mcts,moa-reduce,llm,1024,mir_operator:LinearOp,LinearOp,11,template_scaled,llm|1024|mir_operator:LinearOp|LinearOp,planner_debate,180,109502.0,19677.0
react_moa_mcts,moa-reduce,llm,1024,inter_operator_dispatch,,,template_scaled,llm|1024|inter_operator_dispatch|,planner_debate,420,8091.0,0.0
react_moa_mcts,moa-reduce,llm,1024,mir_operator:LinearOp,LinearOp,12,template_scaled,llm|1024|mir_operator:LinearOp|LinearOp,planner_debate,180,109502.0,19677.0
react_moa_mcts,moa-reduce,llm,1024,inter_operator_dispatch,,,template_scaled,llm|1024|inter_operator_dispatch|,planner_debate,420,8091.0,0.0
react_moa_mcts,moa-reduce,llm,1024,mir_operator:ViewOp,ViewOp,13,template_scaled,llm|1024|mir_operator:ViewOp|ViewOp,planner_debate,60,75864.5,0.0
react_moa_mcts,moa-reduce,llm,1024,inter_operator_dispatch,,,template_scaled,llm|1024|inter_operator_dispatch|,planner_debate,420,8091.0,0.0
react_moa_mcts,moa-reduce,llm,1024,mir_operator:TransposeOp,TransposeOp,14,template_scaled,llm|1024|mir_operator:TransposeOp|TransposeOp,planner_debate,60,129329.0,12381.5
react_moa_mcts,moa-reduce,llm,1024,pre_d2h_alloc,,,template_scaled,llm|1024|pre_d2h_alloc|,planner_debate,60,13916.0,0.0
react_moa_mcts,moa-reduce,llm,1024,d2h_stage,,,template_scaled,llm|1024|d2h_stage|,planner_debate,60,219117.5,162019.0
react_moa_mcts,moa-reduce,llm,1024,checksum_complete,,,template_scaled,llm|1024|checksum_complete|,planner_debate,60,78232.5,0.0
react_moa_mcts,<dag>,dag,,dag_schedule_gap,,,template_scaled,dag||dag_schedule_gap|,planner_debate+react_tool,180,43206.5,0.0
react_moa_mcts,react-answer,llm,896,adapter_dispatch,,,template_scaled,llm|896|adapter_dispatch|,planner_debate,40,1173093.0,0.0
react_moa_mcts,react-answer,llm,896,token_preprocess_cpu,,,template_scaled,llm|896|token_preprocess_cpu|,planner_debate,40,341715.0,0.0
react_moa_mcts,react-answer,llm,896,host_input_generate,,,template_scaled,llm|896|host_input_generate|,planner_debate,40,7055210.0,0.0
react_moa_mcts,react-answer,llm,896,h2d_stage,,,template_scaled,llm|896|h2d_stage|,planner_debate,40,225961.5,116811.0
react_moa_mcts,react-answer,llm,896,weight_init,,,template_scaled,llm|896|weight_init|,planner_debate,40,170615.5,6751.0
react_moa_mcts,react-answer,llm,896,mir_operator:RMSNormOp,RMSNormOp,6,template_scaled,llm|896|mir_operator:RMSNormOp|RMSNormOp,planner_debate,80,272458.0,17567.0
react_moa_mcts,react-answer,llm,896,inter_operator_dispatch,,,template_scaled,llm|896|inter_operator_dispatch|,planner_debate,280,8525.5,0.0
react_moa_mcts,react-answer,llm,896,mir_operator:AddOp,AddOp,7,template_scaled,llm|896|mir_operator:AddOp|AddOp,planner_debate,40,105603.5,1696.0
react_moa_mcts,react-answer,llm,896,inter_operator_dispatch,,,template_scaled,llm|896|inter_operator_dispatch|,planner_debate,280,8525.5,0.0
react_moa_mcts,react-answer,llm,896,mir_operator:RMSNormOp,RMSNormOp,8,template_scaled,llm|896|mir_operator:RMSNormOp|RMSNormOp,planner_debate,80,272458.0,17567.0
react_moa_mcts,react-answer,llm,896,inter_operator_dispatch,,,template_scaled,llm|896|inter_operator_dispatch|,planner_debate,280,8525.5,0.0
react_moa_mcts,react-answer,llm,896,mir_operator:LinearOp,LinearOp,10,template_scaled,llm|896|mir_operator:LinearOp|LinearOp,planner_debate,120,113040.5,14558.0
react_moa_mcts,react-answer,llm,896,inter_operator_dispatch,,,template_scaled,llm|896|inter_operator_dispatch|,planner_debate,280,8525.5,0.0
react_moa_mcts,react-answer,llm,896,mir_operator:LinearOp,LinearOp,11,template_scaled,llm|896|mir_operator:LinearOp|LinearOp,planner_debate,120,113040.5,14558.0
react_moa_mcts,react-answer,llm,896,inter_operator_dispatch,,,template_scaled,llm|896|inter_operator_dispatch|,planner_debate,280,8525.5,0.0
react_moa_mcts,react-answer,llm,896,mir_operator:LinearOp,LinearOp,12,template_scaled,llm|896|mir_operator:LinearOp|LinearOp,planner_debate,120,113040.5,14558.0
react_moa_mcts,react-answer,llm,896,inter_operator_dispatch,,,template_scaled,llm|896|inter_operator_dispatch|,planner_debate,280,8525.5,0.0
react_moa_mcts,react-answer,llm,896,mir_operator:ViewOp,ViewOp,13,template_scaled,llm|896|mir_operator:ViewOp|ViewOp,planner_debate,40,75708.5,0.0
react_moa_mcts,react-answer,llm,896,inter_operator_dispatch,,,template_scaled,llm|896|inter_operator_dispatch|,planner_debate,280,8525.5,0.0
react_moa_mcts,react-answer,llm,896,mir_operator:TransposeOp,TransposeOp,14,template_scaled,llm|896|mir_operator:TransposeOp|TransposeOp,planner_debate,40,130017.5,12094.0
react_moa_mcts,react-answer,llm,896,pre_d2h_alloc,,,template_scaled,llm|896|pre_d2h_alloc|,planner_debate,40,13445.5,0.0
react_moa_mcts,react-answer,llm,896,d2h_stage,,,template_scaled,llm|896|d2h_stage|,planner_debate,40,180963.0,123658.0
react_moa_mcts,react-answer,llm,896,checksum_complete,,,template_scaled,llm|896|checksum_complete|,planner_debate,40,75823.0,0.0
react_moa_mcts,<dag>,dag,,dag_schedule_gap,,,template_scaled,dag||dag_schedule_gap|,planner_debate+react_tool,180,43206.5,0.0
react_moa_mcts,mcts-critic,llm,1024,adapter_dispatch,,,template_scaled,llm|1024|adapter_dispatch|,planner_debate,60,1186366.5,0.0
react_moa_mcts,mcts-critic,llm,1024,token_preprocess_cpu,,,template_scaled,llm|1024|token_preprocess_cpu|,planner_debate,60,313924.5,0.0
react_moa_mcts,mcts-critic,llm,1024,host_input_generate,,,template_scaled,llm|1024|host_input_generate|,planner_debate,60,9148350.0,0.0
react_moa_mcts,mcts-critic,llm,1024,h2d_stage,,,template_scaled,llm|1024|h2d_stage|,planner_debate,60,262858.5,151029.5
react_moa_mcts,mcts-critic,llm,1024,weight_init,,,template_scaled,llm|1024|weight_init|,planner_debate,60,166527.5,7071.0
react_moa_mcts,mcts-critic,llm,1024,mir_operator:RMSNormOp,RMSNormOp,6,template_scaled,llm|1024|mir_operator:RMSNormOp|RMSNormOp,planner_debate,120,270176.5,19229.5
react_moa_mcts,mcts-critic,llm,1024,inter_operator_dispatch,,,template_scaled,llm|1024|inter_operator_dispatch|,planner_debate,420,8091.0,0.0
react_moa_mcts,mcts-critic,llm,1024,mir_operator:AddOp,AddOp,7,template_scaled,llm|1024|mir_operator:AddOp|AddOp,planner_debate,60,104327.0,2048.0
react_moa_mcts,mcts-critic,llm,1024,inter_operator_dispatch,,,template_scaled,llm|1024|inter_operator_dispatch|,planner_debate,420,8091.0,0.0
react_moa_mcts,mcts-critic,llm,1024,mir_operator:RMSNormOp,RMSNormOp,8,template_scaled,llm|1024|mir_operator:RMSNormOp|RMSNormOp,planner_debate,120,270176.5,19229.5
react_moa_mcts,mcts-critic,llm,1024,inter_operator_dispatch,,,template_scaled,llm|1024|inter_operator_dispatch|,planner_debate,420,8091.0,0.0
react_moa_mcts,mcts-critic,llm,1024,mir_operator:LinearOp,LinearOp,10,template_scaled,llm|1024|mir_operator:LinearOp|LinearOp,planner_debate,180,109502.0,19677.0
react_moa_mcts,mcts-critic,llm,1024,inter_operator_dispatch,,,template_scaled,llm|1024|inter_operator_dispatch|,planner_debate,420,8091.0,0.0
react_moa_mcts,mcts-critic,llm,1024,mir_operator:LinearOp,LinearOp,11,template_scaled,llm|1024|mir_operator:LinearOp|LinearOp,planner_debate,180,109502.0,19677.0
react_moa_mcts,mcts-critic,llm,1024,inter_operator_dispatch,,,template_scaled,llm|1024|inter_operator_dispatch|,planner_debate,420,8091.0,0.0
react_moa_mcts,mcts-critic,llm,1024,mir_operator:LinearOp,LinearOp,12,template_scaled,llm|1024|mir_operator:LinearOp|LinearOp,planner_debate,180,109502.0,19677.0
react_moa_mcts,mcts-critic,llm,1024,inter_operator_dispatch,,,template_scaled,llm|1024|inter_operator_dispatch|,planner_debate,420,8091.0,0.0
react_moa_mcts,mcts-critic,llm,1024,mir_operator:ViewOp,ViewOp,13,template_scaled,llm|1024|mir_operator:ViewOp|ViewOp,planner_debate,60,75864.5,0.0
react_moa_mcts,mcts-critic,llm,1024,inter_operator_dispatch,,,template_scaled,llm|1024|inter_operator_dispatch|,planner_debate,420,8091.0,0.0
react_moa_mcts,mcts-critic,llm,1024,mir_operator:TransposeOp,TransposeOp,14,template_scaled,llm|1024|mir_operator:TransposeOp|TransposeOp,planner_debate,60,129329.0,12381.5
react_moa_mcts,mcts-critic,llm,1024,pre_d2h_alloc,,,template_scaled,llm|1024|pre_d2h_alloc|,planner_debate,60,13916.0,0.0
react_moa_mcts,mcts-critic,llm,1024,d2h_stage,,,template_scaled,llm|1024|d2h_stage|,planner_debate,60,219117.5,162019.0
react_moa_mcts,mcts-critic,llm,1024,checksum_complete,,,template_scaled,llm|1024|checksum_complete|,planner_debate,60,78232.5,0.0
react_moa_mcts,<dag>,dag,,iteration_tail_sync,,,template_scaled,dag||iteration_tail_sync|,planner_debate+react_tool,40,62922.5,0.0
